"","EC","ARS","BQF","BQS","BQS1","BR1F","BRF1","BRF2","BRS1","BRS2","CYF","CYS","EPF","EPS","ESF9","ETS","FAS","MTF","PBS","PFF","PFS","PGF","PGS","PLS","QH2F","QHS1","QHS2","QNF","QNS","RSF","RSS","RVF","SIF","SIS","SLF","SLS","TCF","TCS"
"740","3.1.21.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","3.1.21.7",110,812,824,1015,334,186,231,427,864,362,444,315,392,46,214,828,387,5,124,29,25,153,853,31,2211,59,43,41,277,223,55,47,786,290,349,285,610
"742","3.1.22.4",57,NA,18,NA,111,255,590,93,202,107,208,198,286,99,107,132,71,438,359,157,61,217,159,96,1387,122,357,476,122,134,737,91,213,114,21,350,233
"743","3.1.26.11",NA,57,28,29,20,16,54,1,19,60,51,4,9,26,17,14,40,6,12,7,6,7,8,4,156,1,9,4,12,5,10,20,30,17,192,11,NA
"744","3.1.26.12",1409,13,352,1,1697,3557,4210,949,2669,1144,3472,2602,3448,5785,857,1173,1770,1950,4844,1970,1092,3693,1630,16786,22505,3866,5690,6408,1167,1035,4370,8487,2175,1485,212,2859,1019
"745","3.1.26.3",331,9,98,3,767,541,1224,771,1353,613,1314,790,1385,1217,574,1302,531,487,1122,555,202,882,598,2801,4307,850,1366,1258,630,514,1179,1519,930,518,252,1060,459
"746","3.1.26.4",281,10,109,1,569,863,842,301,859,1131,1370,803,1178,1345,420,455,1076,178,1488,641,373,1328,399,5662,5397,1353,1868,2404,477,436,677,1903,1398,620,91,1046,369
"747","3.1.26.5",NA,NA,NA,NA,39,83,270,21,51,1,6,19,21,11,NA,2,5,NA,33,7,10,11,NA,1209,NA,114,62,10,5,1,369,7,NA,4,NA,42,1
"748","3.1.26.8",NA,NA,NA,NA,8,13,63,NA,NA,2,30,3,3,2,NA,NA,15,1,NA,NA,4,NA,NA,NA,NA,NA,3,2,6,1,3,1,NA,3,NA,5,NA
"749","3.1.3.1",5,4,NA,NA,128,61,62,43,13,41,38,16,60,47,11,41,37,NA,108,39,69,47,7,12,489,15,208,148,85,60,198,9,21,29,6,92,15
"750","3.1.3.10",NA,NA,NA,NA,33,12,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,2,NA,5,NA
"751","3.1.3.11",1210,5,280,8,2867,2626,1533,2772,3108,4786,4210,2144,3655,2414,1851,3905,3571,1487,3238,1598,833,3139,4824,4234,15657,2403,3108,4800,2137,1893,1304,3048,4546,2493,510,3430,3567
"752","3.1.3.12",8,NA,2,NA,26,8,5,15,4,47,58,15,13,3,14,4,6,3,44,9,15,99,1,NA,11,NA,15,59,14,10,22,3,20,35,2,23,5
"753","3.1.3.16",77,NA,34,NA,92,49,79,55,113,90,150,81,271,28,51,114,85,18,95,68,35,142,45,95,31,113,214,243,118,89,43,24,138,81,28,158,50
"754","3.1.3.18",1,NA,2,NA,30,21,51,NA,12,NA,29,8,1,15,12,2,5,16,24,17,1,14,5,NA,377,1,26,66,10,2,16,11,9,6,1,33,2
"755","3.1.3.2",NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"756","3.1.3.23",19,27,67,23,102,43,40,14,21,22,61,11,30,14,12,25,17,3,19,2,21,72,2,33,171,59,31,23,55,17,16,8,22,10,5,47,5
"757","3.1.3.25",335,3,115,NA,676,1030,1088,671,1093,792,1364,572,1222,835,465,898,645,588,1131,468,201,1033,1007,3045,5683,894,1263,1815,432,438,1148,1085,875,541,156,851,786
"758","3.1.3.27",4,NA,4,NA,52,62,151,NA,1,17,19,14,8,12,4,NA,73,77,58,21,19,5,175,628,1,72,70,77,9,1,197,3,1,21,1,84,94
"759","3.1.3.3",250,8,65,1,346,592,1737,97,456,994,669,346,920,453,618,290,1354,351,769,485,114,713,4213,598,1918,601,1413,1552,281,265,2331,471,366,520,69,1227,2069
"760","3.1.3.45",21,NA,2,NA,99,186,153,69,192,31,252,165,352,17,30,184,82,118,190,95,45,204,49,993,692,192,161,291,128,112,24,33,266,65,21,82,23
"761","3.1.3.48",25,1,11,NA,115,63,312,76,317,205,234,93,174,398,93,297,159,11,158,76,16,182,19,101,156,138,87,81,96,79,346,623,134,110,57,132,40
"762","3.1.3.5",63,NA,8,NA,130,167,362,31,176,33,70,96,185,292,19,81,118,18,163,62,32,99,32,1639,302,290,244,52,72,27,482,439,113,69,22,100,17
"763","3.1.3.69",NA,NA,NA,NA,6,4,NA,NA,NA,2,42,4,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,NA
"764","3.1.3.7",77,2,22,1,348,485,397,145,339,773,476,197,498,183,133,117,1168,46,496,202,139,456,352,2437,919,574,372,558,208,164,80,117,1138,288,26,582,280
"765","3.1.3.70",NA,NA,NA,NA,13,8,6,16,21,7,33,9,23,NA,4,77,36,2,12,2,NA,9,1,2,4,1,2,3,9,9,1,NA,14,11,22,27,6
"766","3.1.3.73",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA
"767","3.1.3.74",NA,NA,NA,NA,43,13,3,NA,NA,NA,3,6,1,2,NA,NA,4,NA,8,1,4,3,NA,1,NA,NA,5,4,7,NA,NA,3,2,7,NA,13,6
"768","3.1.3.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","3.1.3.82",167,NA,27,NA,177,483,454,55,231,109,221,414,636,1261,94,54,225,695,884,477,194,372,839,2657,4584,909,945,1857,56,47,97,1583,254,179,22,472,261
"770","3.1.3.83",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,9,3,4,NA,NA,NA,2,9,12,1,1,NA,7,21,19,2,NA,1,1,NA,1,1,4,NA,1,NA
"771","3.1.3.87",NA,1,NA,NA,2,5,30,NA,NA,12,12,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"772","3.1.3.89",38,2,4,NA,32,55,93,NA,5,NA,12,9,6,10,18,NA,7,1,34,15,15,NA,NA,45,NA,17,40,28,24,4,NA,12,3,14,NA,16,1
"773","3.1.3.92",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","3.1.3.97",106,NA,5,NA,114,732,324,49,164,26,82,236,193,781,61,73,196,9,448,166,51,169,107,167,4131,272,327,947,35,37,67,1052,256,78,6,242,31
"775","3.1.31.1",4,1,NA,NA,2,NA,1,2,5,NA,5,19,20,1,NA,16,2,NA,1,NA,NA,1,2,2,11,9,1,1,9,10,NA,1,75,2,11,3,NA
"776","3.1.4.1",34,1,9,NA,16,21,155,NA,NA,1,2,13,3,6,2,NA,14,NA,18,8,28,38,NA,NA,NA,NA,15,4,6,1,41,7,NA,NA,NA,55,4
"777","3.1.4.14",NA,NA,NA,NA,14,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,NA,3,NA,NA,NA,6,NA
"778","3.1.4.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"779","3.1.4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","3.1.4.4",3,NA,NA,NA,38,13,95,21,188,3,6,11,54,10,3,18,12,43,47,10,20,52,6,49,10,92,15,25,12,9,3,13,8,10,7,112,1
"781","3.1.4.52",1018,5,344,NA,2138,1858,1935,2282,2807,1426,2822,1836,3481,916,1314,2472,1792,649,3200,1640,705,3343,805,3135,12022,1130,2671,5137,1640,1257,583,995,2402,1168,446,1660,651
"782","3.1.4.53",NA,4,2,NA,66,33,33,4,13,4,14,2,4,12,NA,17,19,NA,11,44,NA,2,3,NA,2,NA,27,28,33,3,26,4,13,9,NA,38,12
"783","3.1.4.55",NA,NA,2,NA,11,9,7,NA,NA,NA,2,112,87,808,NA,NA,NA,NA,2,2,1,NA,1,2237,2874,197,NA,6,1,4,1,1394,74,NA,NA,11,NA
"784","3.1.4.57",NA,NA,NA,NA,NA,NA,2,3,NA,NA,1,NA,3,NA,2,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"785","3.1.5.1",6,NA,1,NA,86,70,65,19,79,NA,35,22,50,168,10,10,25,61,111,36,24,31,32,31,312,68,50,124,35,39,35,225,30,16,2,57,24
"786","3.1.6.1",154,2,32,NA,102,54,54,16,87,81,271,87,184,55,102,99,34,11,403,487,38,295,12,6,118,20,275,137,200,109,89,34,145,436,15,488,86
"787","3.2.1.1",4,NA,5,NA,55,33,11,92,71,112,49,30,94,22,75,87,17,7,98,61,5,135,158,87,415,199,58,183,140,84,11,5,176,108,23,68,268
"788","3.2.1.122",NA,NA,NA,NA,20,8,10,10,28,2,4,14,18,8,7,21,25,NA,22,6,5,12,NA,NA,13,1,13,15,35,14,6,10,53,9,6,27,1
"789","3.2.1.131",134,6,25,NA,138,56,80,49,182,174,603,154,655,101,489,164,110,36,604,340,73,748,32,6,2,67,417,270,530,867,157,60,394,280,196,167,146
"790","3.2.1.136",NA,NA,1,NA,2,1,2,1,5,NA,4,11,43,2,11,10,9,NA,38,24,5,22,NA,NA,NA,9,14,7,35,71,1,13,65,9,5,2,2
"791","3.2.1.14",NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,9,NA,NA,NA,2,NA,1,13,NA
"792","3.2.1.141",57,NA,16,NA,112,51,40,61,210,94,584,57,198,42,85,254,122,49,117,32,28,130,28,7,819,13,119,164,153,84,42,20,67,181,32,145,29
"793","3.2.1.15",NA,NA,4,NA,1,NA,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,3,27,14,10,90,NA,NA,1,NA,5,9,2,2,1,NA,3,4,NA,2,NA
"794","3.2.1.156",9,NA,35,NA,12,6,14,3,29,10,10,29,108,17,21,43,13,1,53,73,20,183,3,9,53,12,37,22,63,159,4,7,114,36,19,16,16
"795","3.2.1.157",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","3.2.1.165",14,NA,12,NA,3,NA,2,1,18,8,6,3,4,NA,14,9,NA,1,48,13,10,173,NA,1,1,NA,22,51,18,8,NA,3,17,21,12,7,8
"797","3.2.1.17",1,NA,NA,NA,1,4,6,1,NA,2,4,2,NA,NA,NA,4,1,NA,2,2,2,NA,NA,NA,NA,NA,1,6,NA,NA,1,NA,NA,NA,1,7,3
"798","3.2.1.170",NA,8,NA,NA,1,6,7,3,1,7,NA,12,1,2,2,NA,1,NA,NA,2,2,3,NA,NA,NA,NA,3,2,1,1,2,1,1,4,5,2,NA
"799","3.2.1.172",6,NA,3,NA,8,25,17,4,38,4,36,19,58,20,26,31,14,NA,51,25,12,76,7,NA,NA,5,24,18,99,98,9,13,57,25,11,24,8
"800","3.2.1.176",13,NA,2,NA,7,3,NA,4,42,35,3,5,4,8,3,62,31,2,3,20,2,6,30,NA,NA,NA,27,262,7,10,NA,6,120,23,8,11,19
"801","3.2.1.177",15,2,84,NA,226,113,76,284,439,230,184,154,694,71,95,373,96,21,351,105,53,715,56,144,1,264,174,189,285,603,44,51,644,293,583,291,84
"802","3.2.1.178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"803","3.2.1.18",1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"804","3.2.1.180",NA,NA,5,NA,5,2,10,1,NA,NA,2,6,23,3,NA,NA,NA,NA,17,10,4,11,NA,1,NA,3,8,4,12,12,1,2,6,1,1,12,NA
"805","3.2.1.183",2,NA,NA,NA,2,NA,3,1,3,27,35,5,16,25,8,1,5,NA,20,12,NA,10,NA,3,NA,NA,15,11,6,30,3,13,10,7,1,8,4
"806","3.2.1.184",92,NA,8,NA,46,40,67,28,78,105,115,83,105,39,44,255,38,3,73,42,41,104,32,13,119,23,92,151,57,36,34,56,35,43,20,66,22
"807","3.2.1.185",6,NA,5,NA,14,5,3,11,22,11,13,10,26,10,34,20,14,NA,24,10,8,37,3,NA,448,5,28,20,22,24,4,5,36,16,6,15,14
"808","3.2.1.187",NA,NA,1,NA,2,NA,NA,1,1,NA,NA,NA,1,NA,1,13,2,NA,NA,NA,NA,6,NA,NA,NA,NA,2,1,NA,1,NA,2,26,3,3,3,NA
"809","3.2.1.20",5,3,10,NA,21,7,46,17,6,59,16,9,36,15,1,4,53,NA,15,3,106,83,4,9,NA,56,16,7,33,17,5,16,21,8,1,34,31
"810","3.2.1.22",110,NA,133,NA,143,50,125,71,288,33,78,153,236,65,135,196,53,17,584,327,177,1842,55,16,47,55,259,429,218,386,64,28,286,114,57,159,228
"811","3.2.1.23",74,3,175,NA,289,114,243,85,551,235,233,358,1157,177,227,527,141,19,625,498,144,1257,53,80,412,212,318,393,895,1090,97,120,1075,320,250,357,260
"812","3.2.1.26",16,NA,5,NA,8,7,2,6,14,11,11,7,15,2,7,9,3,1,10,2,1,39,1,1,17,3,10,2,15,19,2,2,12,9,6,7,5
"813","3.2.1.28",338,9,41,5,140,69,72,89,199,386,1094,170,1175,62,295,303,210,1072,275,54,21,316,22,9,136,8,555,615,1435,807,98,24,102,288,19,338,49
"814","3.2.1.3",17,2,3,NA,382,153,263,125,600,88,223,114,298,96,17,911,229,14,1215,253,85,64,145,250,7019,406,345,1352,192,200,112,69,145,181,32,311,105
"815","3.2.1.31",5,NA,6,NA,13,6,12,2,26,21,19,9,33,4,14,45,15,5,41,21,2,100,4,2,NA,NA,48,19,54,41,11,4,36,35,9,66,14
"816","3.2.1.4",12,NA,19,NA,19,15,22,12,40,17,29,8,13,10,9,80,41,3,23,87,9,86,26,NA,NA,NA,32,236,15,13,6,5,66,28,54,24,21
"817","3.2.1.41",NA,NA,13,NA,10,67,169,NA,1,27,67,23,74,21,5,6,54,4,29,63,6,36,8,3,6,10,34,84,73,75,11,12,22,9,NA,8,4
"818","3.2.1.52",146,NA,22,NA,248,467,895,183,422,107,316,367,592,676,130,118,253,128,651,386,73,378,161,3706,3637,707,961,1368,110,92,1046,843,298,218,17,449,173
"819","3.2.1.54",7,2,5,NA,69,40,21,92,58,310,25,74,56,37,13,145,208,11,46,47,2,85,147,6,316,19,41,35,17,29,7,7,145,102,35,109,161
"820","3.2.1.55",311,4,123,NA,437,237,344,380,747,471,1087,418,1432,289,297,783,310,41,1270,583,236,1851,58,38,622,170,822,656,1169,1650,157,182,1324,547,322,512,347
"821","3.2.1.58",6,NA,24,NA,5,5,11,1,16,9,14,10,51,5,4,4,7,NA,74,45,11,225,1,NA,NA,1,49,88,80,55,9,5,6,17,1,37,31
"822","3.2.1.64",NA,NA,NA,NA,3,NA,5,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,1,NA,7,NA,NA,NA
"823","3.2.1.67",6,1,19,NA,28,15,85,10,60,18,14,34,106,12,24,41,35,NA,87,33,17,172,1,5,2,17,30,23,74,78,4,18,43,13,12,23,8
"824","3.2.1.70",65,11,88,NA,206,189,528,118,231,371,471,131,294,717,153,207,318,63,445,126,113,636,90,129,503,368,434,448,268,267,147,993,411,283,43,315,138
"825","3.2.1.73",NA,NA,NA,NA,1,3,4,NA,NA,NA,3,3,4,2,NA,1,1,1,7,20,1,4,NA,3,NA,1,10,3,7,3,NA,NA,5,3,2,13,4
"826","3.2.1.78",NA,NA,27,NA,14,6,15,7,16,89,14,17,69,4,12,11,16,1,29,58,22,146,6,3,NA,26,37,38,41,80,1,6,32,21,11,33,17
"827","3.2.1.8",191,1,31,NA,55,23,48,23,134,9,270,88,278,47,83,101,54,12,282,217,35,441,16,4,182,47,254,129,303,464,31,37,419,158,122,135,52
"828","3.2.1.80",32,1,65,NA,105,40,80,28,185,27,205,62,231,47,42,140,35,17,225,153,74,526,15,17,400,75,248,123,219,154,41,30,258,87,15,123,39
"829","3.2.1.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","3.2.1.86",164,5,124,NA,598,318,1063,364,661,619,282,171,492,275,270,817,382,70,522,173,158,782,175,203,1559,355,449,713,745,412,138,167,725,427,166,522,180
"831","3.2.1.89",2,1,NA,NA,5,3,1,1,NA,8,2,7,7,10,2,1,3,NA,16,16,NA,5,NA,NA,NA,NA,21,25,7,2,4,8,28,2,NA,11,NA
"832","3.2.1.96",NA,NA,NA,NA,3,4,33,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,NA,1,3,NA,NA,NA
"833","3.2.1.97",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,1,NA,NA,NA,4,NA,NA,NA,2,NA,7,NA,1,4,NA,5,NA,5,NA
"834","3.2.1.99",NA,1,12,NA,12,72,182,21,16,26,109,37,69,26,10,69,40,3,57,34,45,151,5,NA,41,5,43,77,53,80,10,22,91,35,14,33,20
"835","3.2.2.20",521,NA,98,NA,201,192,828,72,497,154,1145,440,1003,186,573,367,185,180,1074,365,201,1251,135,3269,1158,867,1099,1468,481,452,1171,201,522,480,27,523,47
"836","3.2.2.21",30,NA,NA,NA,8,16,11,1,10,NA,3,1,4,2,2,NA,NA,16,1,NA,2,7,NA,NA,514,NA,11,8,2,2,1,4,6,13,NA,9,NA
"837","3.2.2.26",1,NA,NA,NA,28,18,NA,14,NA,315,5,NA,3,5,1,NA,383,NA,1,NA,NA,NA,40,1,92,3,7,2,1,NA,1,NA,122,28,1,58,58
"838","3.2.2.27",249,2,81,NA,326,493,1590,30,82,231,442,404,540,1705,98,62,390,86,930,466,250,530,228,6727,4731,1717,1402,1846,468,478,1937,2320,462,261,11,830,178
"839","3.2.2.28",16,NA,NA,NA,25,15,3,33,11,1,9,NA,16,NA,16,11,9,NA,13,3,2,11,NA,NA,NA,NA,19,15,26,12,4,NA,NA,15,NA,15,1
"840","3.2.2.4",241,11,43,2,426,1507,615,42,154,261,552,111,147,3286,88,20,652,48,613,262,216,499,96,27,3147,68,1109,1372,181,101,382,4952,277,199,4,555,44
"841","3.2.2.8",44,NA,8,NA,106,78,9,87,29,61,93,62,84,27,29,57,117,3,64,13,12,142,3,4,396,13,118,58,97,50,13,17,409,77,16,112,17
"842","3.2.2.9",NA,NA,NA,NA,57,86,78,NA,NA,4,17,NA,1,157,NA,NA,6,NA,1,NA,5,NA,NA,59,NA,12,6,1,13,1,4,209,NA,6,NA,10,NA
"843","3.2.2.n1",16,NA,5,NA,18,53,23,2,10,22,69,12,41,82,20,6,36,6,52,31,13,69,5,36,17,73,104,72,27,24,14,133,63,23,2,60,8
"844","3.3.1.1",3301,2519,2635,2365,3336,4345,4649,1708,4141,3297,8224,4713,8493,9003,2769,2565,3602,2874,10162,4910,2604,8590,3128,21122,34378,8003,11755,13805,4503,4092,4274,12741,5327,4247,631,6365,2856
"845","3.3.2.1",NA,NA,NA,NA,14,28,18,NA,NA,NA,3,3,1,9,NA,NA,3,1,7,NA,3,NA,NA,NA,NA,NA,11,19,2,NA,49,3,NA,3,NA,16,2
"846","3.4.11.1",4,NA,NA,NA,22,24,147,41,74,5,23,8,115,14,15,23,26,6,18,2,NA,4,1,NA,4,1,64,41,113,64,50,4,27,37,1,67,10
"847","3.4.11.18",1301,23,304,4,2403,2956,4256,2252,3803,1578,4182,2431,4087,3052,1410,3003,2014,1307,4153,1797,1332,4014,1515,7698,14592,2575,4659,5494,2172,1675,4761,3825,3380,1858,625,3078,1296
"848","3.4.11.2",475,7,73,NA,696,2110,2172,329,743,347,1624,600,948,3667,275,157,871,1649,1999,747,568,1158,349,11794,3459,1430,3585,2854,469,306,2484,4865,650,701,13,1564,302
"849","3.4.11.24",1,NA,NA,NA,5,3,1,1,5,16,24,NA,16,8,10,3,6,NA,3,NA,NA,4,NA,1,1,4,23,2,8,5,6,4,9,11,NA,21,7
"850","3.4.11.4",67,NA,65,1,233,115,238,128,327,82,393,251,540,78,78,287,91,9,482,231,71,606,81,232,876,801,214,550,448,465,45,76,340,159,42,182,77
"851","3.4.11.9",336,NA,51,NA,383,957,966,170,483,177,705,291,384,1039,187,136,320,520,598,462,121,502,184,4020,3454,702,847,1264,120,94,1505,1358,215,308,14,644,204
"852","3.4.13.18",9,NA,73,NA,193,415,656,78,418,44,75,214,540,102,94,227,112,2,469,404,132,888,104,534,952,1457,237,1028,456,486,718,66,406,87,33,222,134
"853","3.4.13.21",62,NA,10,NA,8,2,6,NA,37,8,122,20,106,3,21,7,3,2,73,61,6,59,7,98,1,205,40,55,65,86,12,2,71,36,NA,21,12
"854","3.4.13.22",10,NA,1,NA,7,8,1,1,3,10,24,11,8,33,3,1,5,2,14,37,5,NA,1,15,67,8,15,13,7,8,15,26,42,10,NA,15,NA
"855","3.4.13.9",31,NA,2,NA,76,398,130,3,3,NA,90,8,14,16,6,NA,53,1,50,31,23,111,4,2,14,5,59,69,26,1,16,16,20,37,2,68,23
"856","3.4.14.12",49,NA,22,NA,69,29,80,33,67,32,252,22,179,56,17,100,85,10,197,173,28,225,61,573,2264,1200,100,269,106,78,13,50,136,56,11,67,39
"857","3.4.15.5",72,NA,218,NA,154,311,237,5,169,19,206,117,309,180,135,48,157,23,504,202,214,2451,51,140,345,500,395,567,206,260,208,168,320,117,16,206,71
"858","3.4.15.6",NA,NA,NA,NA,6,6,4,NA,2,66,74,NA,3,77,NA,12,8,NA,1,126,NA,3,NA,4,525,1,8,3,12,1,NA,96,131,10,NA,3,NA
"859","3.4.16.4",11,2,3,NA,71,39,17,6,41,17,60,7,13,20,49,47,12,5,54,10,28,39,6,6,25,3,17,38,31,6,3,10,34,22,NA,30,11
"860","3.4.17.13",11,NA,17,NA,91,63,50,9,19,51,26,29,41,476,NA,17,47,NA,89,46,26,114,21,3,414,2,145,171,30,29,14,643,34,11,2,63,8
"861","3.4.17.19",404,1785,1533,1799,1205,627,277,1131,759,2334,1022,505,799,180,747,1250,2380,41,744,395,95,886,783,310,6870,622,514,823,502,452,103,109,2306,765,383,932,1024
"862","3.4.17.n1",15,NA,1,NA,19,7,5,38,48,5,7,11,12,4,11,31,15,NA,25,10,2,12,NA,NA,10,1,67,41,34,22,23,1,15,14,4,49,5
"863","3.4.19.11",2,NA,NA,NA,22,8,9,43,69,90,17,48,161,8,10,51,61,NA,40,12,4,16,6,5,21,15,5,8,48,47,6,7,122,24,7,12,8
"864","3.4.19.3",52,1,17,NA,29,69,55,NA,2,16,23,9,9,951,4,4,66,5,51,33,38,134,NA,2,NA,5,52,71,35,10,15,1340,5,14,1,40,5
"865","3.4.19.5",447,1690,1522,1773,331,311,226,189,606,218,1338,198,474,328,280,439,278,357,468,481,186,727,185,257,4962,800,438,556,246,278,186,237,514,361,311,343,232
"866","3.4.21.102",67,1,12,NA,33,23,83,19,75,185,108,33,51,32,94,55,175,7,67,19,6,126,683,24,483,17,50,43,47,38,17,29,45,52,6,150,418
"867","3.4.21.105",13,NA,3,NA,29,23,27,12,51,4,14,2,5,3,1,27,5,NA,7,3,5,27,1,1,54,NA,11,6,16,4,4,NA,10,14,7,14,3
"868","3.4.21.107",1896,1137,1582,1392,2997,3089,2768,3053,5201,2549,7008,2925,4845,2872,3593,4538,2752,387,4318,1867,1090,5813,2586,7045,28361,2302,3805,4739,2599,2005,2368,4192,4776,2558,1182,2976,2250
"869","3.4.21.116",2,NA,NA,NA,65,60,19,26,11,76,46,9,8,15,NA,10,32,19,6,NA,NA,3,11,8,NA,11,13,6,4,4,2,5,5,9,5,8,9
"870","3.4.21.19",NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,10,NA,1,1,NA,NA,NA,NA,NA,3,1,NA,NA
"871","3.4.21.53",6410,54,1900,14,10791,10246,9601,11394,18459,13523,22619,10098,18037,11700,8131,18757,11160,5430,18947,7938,4309,22257,13773,36102,61868,11565,16263,21509,9275,8592,7665,15941,15068,10437,3528,11885,10241
"872","3.4.21.62",224,NA,21,NA,378,200,165,517,366,534,449,226,410,73,140,543,216,11,144,76,16,94,107,23,1289,43,143,337,327,208,109,31,645,242,163,209,112
"873","3.4.21.88",502,3,138,NA,357,733,633,208,350,277,1139,401,652,1736,322,294,408,668,1404,340,508,1186,100,116,2193,216,1242,1122,394,337,330,2523,661,473,31,704,138
"874","3.4.21.89",279,2,95,5,475,803,1028,247,879,702,950,712,1022,1213,427,417,1099,478,1447,555,281,1299,2938,3439,5261,1001,1519,1881,360,300,979,1838,542,465,104,925,1285
"875","3.4.21.92",2376,14,626,9,5106,3820,4716,5334,6999,6059,7878,5002,7808,4037,3129,8778,6670,1726,6726,2902,1796,6934,8178,9794,22038,4195,6569,7058,5138,3957,4073,4945,7861,3751,1642,5455,6094
"876","3.4.22.10",NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,3,NA,1,1,2,NA,6,1,NA,NA,1,NA
"877","3.4.22.37",NA,NA,NA,NA,NA,NA,2,NA,10,NA,1,15,28,4,1,3,NA,NA,5,16,2,7,9,145,NA,600,2,12,20,7,1,1,13,NA,NA,1,NA
"878","3.4.22.47",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,18,4,NA,NA,NA,NA,NA,2,NA,NA,4,168,NA,380,NA,3,14,11,NA,2,10,NA,NA,NA,NA
"879","3.4.22.8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA
"880","3.4.23.36",8,NA,8,NA,55,102,291,7,29,19,134,52,90,109,18,28,58,3,98,47,19,40,21,119,758,101,163,116,15,11,367,175,20,23,11,103,6
"881","3.4.23.48",NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,3,NA
